Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 7820
Event count: 4741863116

Overhead  Symbol
0.06%     libopusV2JNI.so[+16bd8]
0.06%     libopusV2JNI.so[+15028]
0.06%     libopusV2JNI.so[+170e0]
0.06%     libopusV2JNI.so[+16d60]
0.06%     libopusV2JNI.so[+115cc]
0.06%     libopusV2JNI.so[+14a68]
0.06%     libopusV2JNI.so[+16f38]
0.06%     libopusV2JNI.so[+af84]
0.06%     libopusV2JNI.so[+17178]
0.06%     libopusV2JNI.so[+15cc4]
0.06%     libopusV2JNI.so[+14c90]
0.06%     libopusV2JNI.so[+154b4]
0.06%     libopusV2JNI.so[+17108]
0.06%     libopusV2JNI.so[+1548c]
0.06%     libopusV2JNI.so[+152c8]
0.06%     libopusV2JNI.so[+1408c]
0.06%     libopusV2JNI.so[+10ef4]
0.06%     libopusV2JNI.so[+170e8]
0.06%     libopusV2JNI.so[+151d0]
0.06%     libopusV2JNI.so[+14288]
0.06%     libopusV2JNI.so[+16c30]
0.06%     libopusV2JNI.so[+14a1c]
0.06%     libopusV2JNI.so[+11da8]
0.06%     libopusV2JNI.so[+15034]
0.06%     libopusV2JNI.so[+172cc]
0.06%     libopusV2JNI.so[+150d0]
0.06%     libopusV2JNI.so[+16a88]
0.06%     libopusV2JNI.so[+14fa4]
0.06%     libopusV2JNI.so[+150e0]
0.06%     libopusV2JNI.so[+13564]
0.06%     libopusV2JNI.so[+14b3c]
0.05%     libopusV2JNI.so[+14ff8]
0.05%     libopusV2JNI.so[+15250]
0.05%     libopusV2JNI.so[+1728c]
0.05%     libopusV2JNI.so[+136e8]
0.05%     libopusV2JNI.so[+134f4]
0.05%     libopusV2JNI.so[+14b90]
0.05%     libopusV2JNI.so[+17114]
0.05%     libopusV2JNI.so[+1512c]
0.05%     libopusV2JNI.so[+16f8c]
0.05%     libopusV2JNI.so[+17324]
0.05%     libopusV2JNI.so[+1729c]
0.05%     libopusV2JNI.so[+13634]
0.05%     libopusV2JNI.so[+1529c]
0.05%     libopusV2JNI.so[+113d8]
0.05%     libopusV2JNI.so[+17148]
0.05%     libopusV2JNI.so[+afd0]
0.05%     libopusV2JNI.so[+154c0]
0.05%     libopusV2JNI.so[+16fc8]
0.05%     libopusV2JNI.so[+14094]
0.05%     libopusV2JNI.so[+15098]
0.05%     libopusV2JNI.so[+17300]
0.05%     libopusV2JNI.so[+15870]
0.05%     libopusV2JNI.so[+12498]
0.05%     libopusV2JNI.so[+115c0]
0.05%     libopusV2JNI.so[+14e3c]
0.05%     libopusV2JNI.so[+14e38]
0.05%     libopusV2JNI.so[+15468]
0.05%     libopusV2JNI.so[+1374c]
0.05%     libopusV2JNI.so[+14a70]
