Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 5163
Event count: 2558029736

Overhead  Symbol
0.07%     mterp_op_if_gez
0.07%     art::JNI<false>::ReleaseByteArrayElements(_JNIEnv*, _jbyteArray*, signed char*, int)
0.07%     art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetLengthToUsableSizeVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetLengthToUsableSizeVisitor const&)
0.07%     art::interpreter::MoveToExceptionHandler(art::Thread*, art::ShadowFrame&, art::instrumentation::Instrumentation const*)
0.07%     art::Runtime::IsActiveTransaction() const
0.07%     art::System_arraycopy(_JNIEnv*, _jclass*, _jobject*, int, _jobject*, int, int)
0.07%     art::ClassLinker::FindClass(art::Thread*, char const*, art::Handle<art::mirror::ClassLoader>)
0.07%     mterp_op_return_wide
0.07%     art::ObjPtr<art::mirror::PrimitiveArray<signed char> > art::JNI<true>::DecodeAndCheckArrayType<_jbyteArray*, signed char, art::mirror::PrimitiveArray<signed char> >(art::ScopedObjectAccess&, _jbyteArray*, char const*, char const*)
0.07%     art::ClassLinker::EnsureResolved(art::Thread*, char const*, art::ObjPtr<art::mirror::Class>)
0.07%     mterp_op_iput_wide
0.07%     mterp_op_aget_wide
0.06%     art::mirror::Class::AllocObject(art::Thread*)
0.06%     artInstanceOfFromCode
0.06%     art::LockWord::FromThinLockId(unsigned int, unsigned int, unsigned int)
0.06%     art::JavaVMExt::AddGlobalRef(art::Thread*, art::ObjPtr<art::mirror::Object>)
0.06%     art::JNI<false>::GetMethodID(_JNIEnv*, _jclass*, char const*, char const*)
0.06%     art_quick_proxy_invoke_handler
0.06%     mterp_op_if_lez
0.06%     art::JNI<true>::ReleasePrimitiveArray(art::ScopedObjectAccess&, art::ObjPtr<art::mirror::Array>, unsigned long, void*, int)
0.06%     art::ClassLinker::FixupStaticTrampolines(art::ObjPtr<art::mirror::Class>)
0.06%     bool art::mirror::Class::ResolvedMethodAccessTest<true>(art::ObjPtr<art::mirror::Class>, art::ArtMethod*, art::ObjPtr<art::mirror::DexCache>, unsigned int, art::InvokeType)
0.06%     art::mirror::Object::IdentityHashCode()
0.06%     mterp_op_move_result_object
0.06%     art::CodeInfo::DecodeDexRegisterMap(unsigned int, unsigned int, art::DexRegisterMap*) const
0.06%     bool art::interpreter::DoCall<true, false>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, art::JValue*)
0.06%     art::mirror::Class::FindClassMethod(std::__1::basic_string_view<char, std::__1::char_traits<char> >, std::__1::basic_string_view<char, std::__1::char_traits<char> >, art::PointerSize)
0.06%     art::StringBuilderAppend::AppendF(unsigned int, unsigned int const*, art::Thread*)
0.06%     art::GenericJniMethodEnd(art::Thread*, unsigned int, jvalue, unsigned long, art::ArtMethod*)
0.06%     art::mirror::PrimitiveArray<unsigned short>::Alloc(art::Thread*, unsigned long)
0.05%     art::ClassLinker::ValidateSuperClassDescriptors(art::Handle<art::mirror::Class>)
0.05%     art::ObjPtr<art::mirror::Class> art::ClassLinker::DoResolveType<art::ArtMethod*>(art::dex::TypeIndex, art::ArtMethod*)
0.05%     art::mirror::Class::SetEmbeddedVTableEntry(unsigned int, art::ArtMethod*, art::PointerSize)
0.05%     art::ConditionVariable::WaitHoldingLocks(art::Thread*)
0.05%     mterp_op_iput_boolean_quick
0.05%     art::TimingLogger::EndTiming()
0.05%     mterp_op_div_long_2addr
0.05%     art::String_fastSubstring(_JNIEnv*, _jobject*, int, int)
0.05%     art::mirror::Class::FindInterfaceMethod(art::ObjPtr<art::mirror::DexCache>, unsigned int, art::PointerSize)
0.05%     art::JNI<false>::NewDirectByteBuffer(_JNIEnv*, void*, long)
0.05%     art::InternTable::Table::VisitRoots(art::RootVisitor*)
0.05%     art::JValue art::InvokeWithVarArgs<art::ArtMethod*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, art::ArtMethod*, std::__va_list)
0.05%     art::gc::Heap::AddFinalizerReference(art::Thread*, art::ObjPtr<art::mirror::Object>*)
0.05%     art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
0.05%     art::JNI<false>::SetObjectField(_JNIEnv*, _jobject*, _jfieldID*, _jobject*)
0.05%     mterp_op_iget_object
0.04%     art::(anonymous namespace)::SearchAnnotationSet(art::DexFile const&, art::dex::AnnotationSetItem const*, char const*, unsigned int) (.llvm.450691155574857754)
0.04%     bool art::mirror::Class::ResolvedFieldAccessTest<true>(art::ObjPtr<art::mirror::Class>, art::ArtField*, art::ObjPtr<art::mirror::DexCache>, unsigned int)
0.04%     art::LinkFieldsComparator::operator()(art::ArtField*, art::ArtField*)
0.04%     art::Monitor::Wait(art::Thread*, long, int, bool, art::ThreadState)
0.04%     MterpDoPackedSwitch
0.04%     art::StackVisitor::GetDexPc(bool) const
